churn_month,product,billingCountry,starting_revenue,starting_customers,retained_revenue,retained_customers
2017-05-01,BUSINESS,United Kingdom,27986.50916666666,82,22818.629166666655,70
2017-05-01,BUSINESS,United States,26250.547499999982,77,20213.093333333323,63
2017-05-01,GURU,Canada,44587.4025,250,30204.085833333273,180
2017-05-01,GURU,France,67377.48083333335,377,42026.6733333333,248
2017-05-01,GURU,India,65690.34250000001,371,47198.454999999994,275
2017-05-01,GURU,United Kingdom,101913.36083333395,583,74090.71500000027,440
2017-05-01,GURU,United States,98591.13916666727,556,65987.86666666676,391
2017-05-01,PRO,Canada,17431.85333333332,202,14106.263333333334,160
2017-05-01,PRO,France,23179.656666666666,263,17689.166666666664,192
2017-05-01,PRO,India,26061.784166666574,304,21815.094999999932,251
2017-05-01,PRO,United Kingdom,39115.640833333244,460,32750.469166666495,375
2017-05-01,PRO,United States,42891.670833333344,504,34699.39249999982,409
2017-06-01,BUSINESS,Canada,8911.778333333334,25,6711.828333333335,20
2017-06-01,BUSINESS,France,13257.269999999999,37,10557.33,31
2017-06-01,BUSINESS,India,19185.12083333333,55,13545.251666666669,41
2017-06-01,BUSINESS,United Kingdom,28994.49416666665,86,23866.582499999986,75
2017-06-01,BUSINESS,United States,26818.533333333322,78,19091.90499999999,60
2017-06-01,GURU,Canada,48436.01166666668,276,35279.02833333328,211
2017-06-01,GURU,France,87162.86750000039,486,54676.45583333336,322
2017-06-01,GURU,India,67802.26000000008,389,49383.13833333335,294
2017-06-01,GURU,United Kingdom,106080.33750000075,606,80223.19583333361,476
2017-06-01,GURU,United States,106625.14166666733,604,71958.8033333335,429
2017-06-01,PRO,Canada,17185.06333333332,202,15448.1775,171
2017-06-01,PRO,France,24535.529166666664,279,19928.18583333331,216
2017-06-01,PRO,India,26863.709166666587,312,21838.27749999994,254
2017-06-01,PRO,United Kingdom,37411.820833333266,441,31541.35583333315,367
2017-06-01,PRO,United States,40478.70833333329,480,36515.34749999988,414
2017-07-01,BUSINESS,Canada,8847.78,25,7047.8200000000015,21
2017-07-01,BUSINESS,France,19881.105000000003,55,13781.245,41
2017-07-01,BUSINESS,India,17625.16,51,15033.206666666669,46
2017-07-01,BUSINESS,United Kingdom,29730.465833333317,87,21749.02083333332,71
2017-07-01,BUSINESS,United States,22706.62999999999,68,20374.68666666666,62
2017-07-01,GURU,Canada,52138.221666666686,296,36376.57666666661,218
2017-07-01,GURU,France,98379.15250000062,553,64992.421666666756,382
2017-07-01,GURU,India,72997.99500000018,419,55612.410833333386,331
2017-07-01,GURU,United Kingdom,116393.44333333422,667,83263.84583333369,499
2017-07-01,GURU,United States,111333.71916666748,635,82179.11750000031,484
2017-07-01,PRO,Canada,17873.80583333331,209,15730.110833333334,178
2017-07-01,PRO,France,26897.299166666657,306,21842.339166666654,242
2017-07-01,PRO,India,25898.195833333244,304,22493.45083333326,257
2017-07-01,PRO,United Kingdom,37786.59333333322,442,31369.03749999981,355
2017-07-01,PRO,United States,40888.686666666676,482,34297.43249999977,405
2017-08-01,BUSINESS,Canada,9647.760000000002,27,7011.8183333333345,21
2017-08-01,BUSINESS,France,23497.01499999999,65,16261.183333333334,48
2017-08-01,BUSINESS,India,18977.133333333324,55,15841.21166666667,47
2017-08-01,BUSINESS,United Kingdom,27914.505833333325,81,20721.85916666666,65
2017-08-01,BUSINESS,United States,27202.521666666653,79,22022.633333333317,67
2017-08-01,GURU,Canada,57259.586666666684,326,39574.81999999998,233
2017-08-01,GURU,France,114886.38500000084,654,75290.66333333353,452
2017-08-01,GURU,India,78972.09333333357,451,58165.08416666672,346
2017-08-01,GURU,United Kingdom,121717.1616666676,703,90508.26250000043,549
2017-08-01,GURU,United States,109326.6116666674,626,81106.33333333365,483
2017-08-01,PRO,Canada,19640.827499999974,228,15863.330000000002,179
2017-08-01,PRO,France,31756.802499999972,360,24282.50083333328,270
2017-08-01,PRO,India,27050.88916666657,316,22891.81999999993,261
2017-08-01,PRO,United Kingdom,37191.434166666564,439,29887.05666666649,354
2017-08-01,PRO,United States,43332.445833333346,507,37044.929166666545,414
2017-09-01,BUSINESS,Canada,9383.771666666667,27,6847.830000000002,20
2017-09-01,BUSINESS,France,26760.93166666665,74,19345.09333333333,58
2017-09-01,BUSINESS,India,22105.058333333323,64,17177.163333333338,52
2017-09-01,BUSINESS,United Kingdom,24973.77916666666,73,17776.344166666662,56
2017-09-01,BUSINESS,United States,28199.30166666666,82,19149.891666666663,61
2017-09-01,GURU,Canada,62813.69583333333,356,43830.59583333327,260
2017-09-01,GURU,France,136760.49166666766,775,89424.34250000044,533
2017-09-01,GURU,India,87472.47000000038,502,63851.226666666764,377
2017-09-01,GURU,United Kingdom,128724.81416666761,745,95651.98916666716,580
2017-09-01,GURU,United States,121258.77500000097,691,87814.79000000042,524
2017-09-01,PRO,Canada,18608.930833333303,219,15211.400000000003,171
2017-09-01,PRO,France,36990.26499999998,420,27940.20833333325,305
2017-09-01,PRO,India,26161.364999999925,308,23159.038333333272,258
2017-09-01,PRO,United Kingdom,38800.099999999904,453,30643.57583333315,341
2017-09-01,PRO,United States,44227.57416666666,514,36058.96166666651,412
2017-10-01,BUSINESS,Canada,10431.736666666668,30,7639.803333333335,23
2017-10-01,BUSINESS,France,30293.64999999998,86,21517.858333333326,64
2017-10-01,BUSINESS,India,22913.034999999993,65,15805.200000000003,48
2017-10-01,BUSINESS,United Kingdom,25069.782499999998,74,18257.11916666666,59
2017-10-01,BUSINESS,United States,26493.739999999983,77,18693.926666666666,57
2017-10-01,GURU,Canada,68239.83416666671,387,42165.10249999995,251
2017-10-01,GURU,France,159477.74750000046,903,99399.82750000051,598
2017-10-01,GURU,India,97130.37000000056,555,70208.49083333352,419
2017-10-01,GURU,United Kingdom,132161.46500000096,770,98490.70250000052,598
2017-10-01,GURU,United States,128480.84666666768,740,89616.71833333377,543
2017-10-01,PRO,Canada,19861.99916666663,234,14787.365833333337,175
2017-10-01,PRO,France,39970.34083333326,458,27433.780833333236,313
2017-10-01,PRO,India,26557.33583333325,310,20148.02333333328,237
2017-10-01,PRO,United Kingdom,36609.936666666545,427,28723.674166666504,329
2017-10-01,PRO,United States,41931.39999999995,492,33462.40499999978,387
2017-11-01,BUSINESS,Canada,10631.736666666668,31,7607.805000000002,23
2017-11-01,BUSINESS,France,34709.539999999986,98,20477.886666666654,61
2017-11-01,BUSINESS,India,20565.886666666654,59,14102.030000000002,44
2017-11-01,BUSINESS,United Kingdom,24473.00249999999,73,15993.185000000001,50
2017-11-01,BUSINESS,United States,26173.74999999998,76,16919.556666666667,54
2017-11-01,GURU,Canada,70045.3433333334,399,43681.800833333305,263
2017-11-01,GURU,France,179574.32166666698,1019,107925.03833333391,651
2017-11-01,GURU,India,93286.55916666711,539,62284.09416666679,380
2017-11-01,GURU,United Kingdom,136205.30833333422,798,97951.1400000005,596
2017-11-01,GURU,United States,123245.89833333425,720,86150.92666666703,526
2017-11-01,PRO,Canada,19576.832499999975,230,15112.198333333337,172
2017-11-01,PRO,France,47297.57416666664,542,30266.315833333174,347
2017-11-01,PRO,India,27577.632499999916,321,19128.168333333295,222
2017-11-01,PRO,United Kingdom,36737.90166666655,430,27024.62999999985,314
2017-11-01,PRO,United States,39604.036666666565,466,30799.845833333104,361
2017-12-01,BUSINESS,Canada,10511.736666666668,30,7055.825000000002,21
2017-12-01,BUSINESS,France,36029.50666666665,102,21637.863333333313,65
2017-12-01,BUSINESS,India,17573.963333333333,51,12566.088333333337,38
2017-12-01,BUSINESS,United Kingdom,21977.051666666663,64,14649.23666666667,45
2017-12-01,BUSINESS,United States,20333.899999999994,61,15657.21166666667,48
2017-12-01,GURU,Canada,71843.62916666677,410,38285.30083333325,236
2017-12-01,GURU,France,198286.1941666668,1134,105246.77916666718,652
2017-12-01,GURU,India,90111.56083333373,527,59620.242500000146,366
2017-12-01,GURU,United Kingdom,138198.7666666675,810,91118.68000000046,563
2017-12-01,GURU,United States,123164.30000000092,720,81190.37250000038,502
2017-12-01,PRO,Canada,19842.809999999972,232,12380.371666666677,154
2017-12-01,PRO,France,49674.575833333365,569,26532.96749999983,327
2017-12-01,PRO,India,24775.901666666592,292,15521.660000000009,193
2017-12-01,PRO,United Kingdom,34606.92833333319,406,22266.190833333232,274
2017-12-01,PRO,United States,37603.43083333322,444,25827.43749999983,318
